Car_Name,Brand,Model,Vehicle_Age,KM_Driven,No_Of_Owners,Fuel_Type,Transmission_Type,Mileage,Engine_CC,Max_Power,No_Of_Seats,Price,Location
Maruti Baleno,Maruti,Baleno,9,50035.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.457407451830088,bangalore
Tata Nexon,Tata,Nexon,5,80000.0,1,Petrol,Manual,17.57,1199.0,118.36,5,13.955273369904273,bangalore
Hyundai i20,Hyundai,i20,11,90000.0,2,Petrol,Manual,18.6,1197.0,81.83,5,13.345508528717259,bangalore
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,15,90000.0,4,Diesel,Automatic,14.21,1949.5,180.02499999999998,5,13.815511557963774,bangalore
Toyota Corolla Altis,Toyota,Corolla Altis,15,120000.0,1,Diesel,Manual,21.43,1364.0,87.2,5,13.304686600863562,bangalore
Maruti Swift Dzire,Maruti,Swift Dzire,11,25170.0,1,Petrol,Manual,22.41,1197.0,88.5,5,13.42246945133505,bangalore
Maruti Ciaz,Maruti,Ciaz,5,25022.0,1,Petrol,Manual,20.65,1462.0,103.25,5,13.702342979678837,bangalore
Maruti Swift,Maruti,Swift,14,100000.0,2,Diesel,Manual,22.9,1248.0,74.0,5,12.948012371209098,bangalore
Maruti Ciaz,Maruti,Ciaz,6,26367.0,1,Petrol,Manual,20.65,1462.0,103.25,5,13.754699481266208,bangalore
Hyundai Elantra,Hyundai,Elantra,11,76567.0,2,Petrol,Automatic,14.5,1797.0,147.5,5,13.353476685668044,bangalore
Toyota Innova,Toyota,Innova,13,120000.0,2,Diesel,Manual,12.99,1949.5,100.6,7,14.058457520888082,bangalore
Hyundai Grand i10,Hyundai,Grand i10,11,36459.0,2,Petrol,Automatic,18.9,1197.0,82.0,5,13.171155446333852,bangalore
Maruti SX4 S Cross,Maruti,SX4 S Cross,10,93725.0,1,Diesel,Manual,23.65,1248.0,88.5,5,13.527829818844937,bangalore
Maruti Ciaz,Maruti,Ciaz,10,115599.0,2,Petrol,Automatic,19.12,1373.0,91.1,5,13.356646255406224,bangalore
Maruti Swift Dzire,Maruti,Swift Dzire,11,43469.0,1,Petrol,Manual,22.41,1197.0,88.5,5,13.377007146164305,bangalore
Ford Ikon,Ford,Ikon,21,70000.0,4,Petrol,Manual,13.8,1299.0,70.0,5,13.122365377402328,bangalore
BMW X5,BMW,X5,7,77000.0,2,Diesel,Automatic,13.38,1949.5,180.02499999999998,5,15.731697752734405,bangalore
Maruti Vitara Brezza,Maruti,Vitara Brezza,8,100000.0,1,Diesel,Manual,24.3,1248.0,88.5,5,13.652992804936396,bangalore
Mitsubishi Cedia,Mitsubishi,Cedia,18,72000.0,1,Petrol,Manual,14.7,1949.5,115.0,5,12.608202196848836,bangalore
Jaguar XF,Jaguar,XF,13,77000.0,1,Diesel,Automatic,16.36,1949.5,180.02499999999998,5,14.55506458866523,bangalore
Audi Q7,Audi,Q7,13,87101.0,1,Diesel,Automatic,12.07,1949.5,180.02499999999998,7,14.845130332288226,bangalore
Volkswagen Polo,Volkswagen,Polo,5,40771.0,2,Petrol,Manual,18.24,999.0,108.62,5,13.81451105863119,bangalore
Honda Jazz,Honda,Jazz,8,28000.0,1,Petrol,Manual,18.7,1199.0,88.7,5,13.623139877437296,bangalore
Maruti Wagon R,Maruti,Wagon R,18,40000.0,3,Petrol,Manual,18.9,1061.0,67.0,5,12.429220196836383,bangalore
Hyundai Venue,Hyundai,Venue,6,26000.0,1,Petrol,Automatic,18.15,998.0,118.35,5,14.07402202531625,bangalore
Maruti Wagon R,Maruti,Wagon R,14,76032.0,1,Petrol,Manual,18.9,998.0,67.1,5,12.703816069256568,bangalore
Maruti Ciaz,Maruti,Ciaz,8,113780.0,1,Petrol,Manual,21.56,1462.0,103.25,5,13.4090464510229,bangalore
Audi A3,Audi,A3,7,24000.0,1,Diesel,Automatic,20.38,1949.5,143.0,5,14.64406281221155,bangalore
Hyundai Venue,Hyundai,Venue,6,65812.0,2,Diesel,Manual,23.7,1493.0,98.6,5,13.841179279371246,bangalore
Skoda Kushaq,Skoda,Kushaq,4,10000.0,1,Petrol,Automatic,17.2,999.0,113.98,5,14.346139397261565,bangalore
Maruti Baleno,Maruti,Baleno,10,39959.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.431319053559353,bangalore
Hyundai Alcazar,Hyundai,Alcazar,4,10000.0,1,Petrol,Automatic,14.2,1949.5,156.9,7,14.340239086899256,bangalore
Maruti Alto K10,Maruti,Alto K10,10,65484.0,3,Petrol,Manual,24.39,998.0,65.71,5,12.669809806411457,bangalore
Maruti Baleno,Maruti,Baleno,9,49174.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.441545570402797,bangalore
Volkswagen Taigun,Volkswagen,Taigun,4,20000.0,1,Petrol,Manual,20.08,999.0,113.98,5,14.077875591662238,bangalore
Hyundai i10,Hyundai,i10,17,50000.0,1,Petrol,Manual,20.36,1197.0,78.9,5,12.487488878546145,bangalore
Maruti Swift Dzire,Maruti,Swift Dzire,8,40000.0,2,Petrol,Automatic,22.0,1197.0,81.8,5,13.377007146164305,bangalore
Hyundai Alcazar,Hyundai,Alcazar,4,30000.0,1,Petrol,Automatic,14.2,1949.5,156.9,7,14.508658238524095,bangalore
BMW 3 Series,BMW,3 Series,19,50000.0,3,Petrol,Automatic,10.9,1949.5,180.02499999999998,5,13.710151153416941,bangalore
Maruti Swift,Maruti,Swift,6,80000.0,1,Petrol,Manual,21.21,1197.0,81.8,5,13.3374763699232,bangalore
MG Astor,MG,Astor,4,20000.0,1,Petrol,Manual,15.43,1498.0,108.49,5,14.200773639026796,bangalore
Hyundai Accent,Hyundai,Accent,16,70000.0,1,Cng,Manual,13.2,1495.0,93.7,5,12.301387370778713,bangalore
Audi A4,Audi,A4,12,90000.0,1,Diesel,Automatic,17.11,1949.5,174.33,5,14.204169225721929,bangalore
Renault KWID,Renault,KWID,6,40000.0,1,Petrol,Manual,21.74,999.0,67.0,5,12.936036208848487,bangalore
Honda Jazz,Honda,Jazz,10,63797.0,1,Petrol,Manual,18.7,1199.0,88.7,5,13.321215875492413,bangalore
Hyundai Grand i10,Hyundai,Grand i10,8,60216.0,2,Petrol,Manual,18.9,1197.0,81.86,5,13.235693848424024,bangalore
Maruti Alto K10,Maruti,Alto K10,11,10000.0,2,Petrol,Automatic,23.95,998.0,67.05,5,12.959846800844963,bangalore
Maruti Baleno,Maruti,Baleno,10,38153.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.438634364432907,bangalore
Maruti Swift,Maruti,Swift,11,76485.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.155800087724673,bangalore
Maruti Wagon R,Maruti,Wagon R,11,40000.0,2,Petrol,Manual,20.51,998.0,67.04,5,12.861001210669146,bangalore
Maruti Baleno,Maruti,Baleno,10,40623.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.42246945133505,bangalore
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,18000.0,2,Diesel,Automatic,19.27,1949.5,167.62,5,15.009433329466965,bangalore
Maruti Swift,Maruti,Swift,12,88051.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.120363378739663,bangalore
Maruti Swift,Maruti,Swift,4,16522.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.559328444560693,bangalore
Jeep Compass,Jeep,Compass,7,70000.0,2,Diesel,Manual,16.3,1949.5,170.0,5,14.204169225721929,bangalore
Maruti Wagon R,Maruti,Wagon R,18,80000.0,3,Petrol,Manual,18.9,1061.0,67.0,5,12.388398368982115,bangalore
Hyundai Venue,Hyundai,Venue,7,50000.0,1,Diesel,Manual,23.7,1396.0,88.76,5,13.840204146163925,bangalore
Tata Nexon,Tata,Nexon,3,10000.0,1,Petrol,Manual,17.33,1199.0,118.35,5,14.151983508870947,bangalore
Hyundai EON,Hyundai,EON,13,57000.0,2,Petrol,Manual,21.1,814.0,55.2,5,12.560247968016562,bangalore
Mahindra XUV500,Mahindra,XUV500,10,110000.0,1,Diesel,Manual,16.0,1949.5,140.0,7,13.815511557963774,bangalore
Maruti Baleno,Maruti,Baleno,7,10000.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.567050480716235,bangalore
Maruti Swift,Maruti,Swift,14,50000.0,2,Petrol,Manual,18.6,1197.0,85.8,5,13.07107218827772,bangalore
Mahindra XUV300,Mahindra,XUV300,7,120000.0,1,Diesel,Manual,20.0,1497.0,115.0,5,13.527829818844937,bangalore
Hyundai Grand i10,Hyundai,Grand i10,12,35469.0,1,Petrol,Manual,18.9,1197.0,82.0,5,13.22672519452875,bangalore
Honda Jazz,Honda,Jazz,9,40073.0,2,Petrol,Manual,18.7,1199.0,88.7,5,13.316285717486736,bangalore
Hyundai Grand i10,Hyundai,Grand i10,9,65730.0,2,Petrol,Manual,18.9,1197.0,81.86,5,13.149978544437301,bangalore
Maruti Baleno,Maruti,Baleno,21,120000.0,2,Petrol,Manual,15.4,1590.0,94.0,5,12.429220196836383,bangalore
Maruti Baleno,Maruti,Baleno,10,36184.0,2,Petrol,Manual,21.4,1197.0,83.1,5,13.465954500233115,bangalore
Maruti Baleno,Maruti,Baleno,10,69310.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.389333939650964,bangalore
Honda City,Honda,City,11,55643.0,1,Petrol,Automatic,18.0,1497.0,117.3,5,13.67854584967945,bangalore
Hyundai Grand i10,Hyundai,Grand i10,9,62803.0,2,Petrol,Automatic,18.9,1197.0,81.86,5,13.242811303528269,bangalore
Volkswagen Polo,Volkswagen,Polo,15,90000.0,2,Diesel,Manual,22.07,1199.0,73.9,5,12.821260987319457,bangalore
Maruti Swift,Maruti,Swift,11,68656.0,1,Petrol,Manual,22.38,1197.0,88.5,5,13.217675375388819,bangalore
Honda Jazz,Honda,Jazz,10,77501.0,3,Petrol,Manual,18.7,1199.0,88.7,5,13.155800087724673,bangalore
Maruti Swift Dzire,Maruti,Swift Dzire,10,40000.0,1,Petrol,Manual,20.85,1197.0,83.14,5,13.3374763699232,bangalore
Maruti Swift Dzire,Maruti,Swift Dzire,10,40000.0,1,Petrol,Manual,20.85,1197.0,83.14,5,13.3374763699232,bangalore
Honda City,Honda,City,12,48325.0,1,Petrol,Automatic,18.0,1497.0,117.3,5,13.527829818844937,bangalore
Tata Nexon,Tata,Nexon,4,30000.0,1,Petrol,Manual,17.57,1199.0,118.36,5,14.014362236381235,bangalore
Mercedes-Benz B Class,Mercedes-Benz,B Class,13,100000.0,2,Diesel,Automatic,14.8,1949.5,120.7,5,14.115615891155079,bangalore
Maruti Swift,Maruti,Swift,11,69000.0,1,Petrol,Manual,22.0,1197.0,81.8,5,13.26212705890841,bangalore
Jeep Compass,Jeep,Compass,8,110000.0,1,Diesel,Manual,17.1,1949.5,170.0,5,14.038654909278163,bangalore
Hyundai Verna,Hyundai,Verna,10,50000.0,2,Petrol,Manual,17.01,1591.0,121.3,5,13.673948145715556,bangalore
Kia Carnival,Kia,Carnival,6,60000.0,1,Diesel,Automatic,14.11,1949.5,180.02499999999998,8,14.914123179965662,bangalore
Hyundai i20,Hyundai,i20,5,20000.0,1,Petrol,Manual,20.0,998.0,118.36,5,13.795308871054397,bangalore
Maruti Swift,Maruti,Swift,4,14999.0,1,Petrol,Automatic,22.56,1197.0,88.5,5,13.710151153416941,bangalore
Honda Jazz,Honda,Jazz,10,90773.0,2,Petrol,Manual,18.7,1199.0,88.7,5,13.217675375388819,bangalore
Skoda Rapid,Skoda,Rapid,14,90000.0,1,Diesel,Manual,20.5,1598.0,103.5,5,13.017005083966255,bangalore
Maruti Swift,Maruti,Swift,9,64917.0,2,Petrol,Manual,20.4,1197.0,81.8,5,13.321215875492413,bangalore
Honda Jazz,Honda,Jazz,9,70235.0,1,Petrol,Manual,18.7,1199.0,88.7,5,13.204866440535003,bangalore
Hyundai i20,Hyundai,i20,5,30000.0,1,Petrol,Manual,20.0,998.0,118.36,5,13.795308871054397,bangalore
Honda Jazz,Honda,Jazz,10,78782.0,1,Petrol,Manual,18.7,1199.0,88.7,5,13.190023895035274,bangalore
Mahindra XUV500,Mahindra,XUV500,12,152115.125,2,Diesel,Manual,15.1,1949.5,140.0,7,13.652992804936396,bangalore
Maruti Ciaz,Maruti,Ciaz,10,72136.0,2,Petrol,Manual,20.73,1373.0,91.1,5,13.401510631691982,bangalore
Maruti Swift,Maruti,Swift,11,52486.0,2,Petrol,Manual,22.38,1197.0,88.5,5,13.132315688453556,bangalore
Skoda Laura,Skoda,Laura,19,150000.0,1,Diesel,Automatic,15.6,1896.0,106.0,5,13.017005083966255,bangalore
Honda WR-V,Honda,WR-V,9,36887.0,1,Petrol,Manual,17.5,1199.0,88.7,5,13.670485941982712,bangalore
Hyundai Venue,Hyundai,Venue,7,47962.0,1,Petrol,Manual,18.27,998.0,118.35,5,13.81451105863119,bangalore
Nissan Terrano,Nissan,Terrano,12,135000.0,1,Diesel,Manual,20.45,1461.0,83.8,5,13.296318365198623,bangalore
Skoda Superb,Skoda,Superb,8,47398.0,2,Petrol,Automatic,14.67,1798.0,177.46,5,14.676289002741061,bangalore
Fiat Linea,Fiat,Linea,14,50000.0,2,Petrol,Manual,14.6,1368.0,112.0,5,12.899222326086994,bangalore
Maruti Swift Dzire,Maruti,Swift Dzire,14,100000.0,1,Diesel,Manual,19.3,1248.0,73.9,5,13.217675375388819,bangalore
BMW X4,BMW,X4,6,55000.0,1,Diesel,Automatic,14.71,1949.5,180.02499999999998,5,15.615568995296266,bangalore
BMW X3,BMW,X3,15,110000.0,2,Diesel,Automatic,16.55,1949.5,180.02499999999998,5,14.285514812209815,bangalore
Volkswagen Polo,Volkswagen,Polo,13,90000.0,3,Petrol,Automatic,17.21,1197.0,103.6,5,13.161586013632684,bangalore
Maruti Baleno,Maruti,Baleno,10,116624.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.331003865890963,bangalore
Maruti Ciaz,Maruti,Ciaz,7,54561.0,2,Petrol,Manual,21.56,1462.0,103.25,5,13.586098651497313,bangalore
Toyota Innova,Toyota,Innova,13,120000.0,2,Diesel,Manual,12.99,1949.5,100.6,7,14.058457520888082,bangalore
Honda Jazz,Honda,Jazz,10,65072.0,1,Petrol,Manual,18.7,1199.0,88.7,5,13.343907249914384,bangalore
Hyundai Grand i10,Hyundai,Grand i10,9,133532.0,1,Petrol,Manual,18.9,1197.0,81.86,5,13.215855541983634,bangalore
Toyota Innova,Toyota,Innova,16,120000.0,3,Diesel,Manual,11.4,1949.5,100.6,7,13.541075028051122,bangalore
Maruti Swift Dzire,Maruti,Swift Dzire,13,39886.0,1,Petrol,Manual,22.41,1197.0,88.5,5,13.169248871698304,bangalore
Mahindra XUV500,Mahindra,XUV500,7,80000.0,1,Diesel,Manual,15.1,1949.5,152.87,7,14.316286451937186,bangalore
Maruti Swift,Maruti,Swift,11,56976.0,2,Diesel,Manual,25.2,1248.0,74.0,5,13.275944180597024,bangalore
Volkswagen Vento,Volkswagen,Vento,6,68303.0,2,Petrol,Manual,17.69,999.0,108.62,5,13.95266126795071,bangalore
Mini Cooper,Mini,Cooper,13,80000.0,2,Petrol,Automatic,13.6,1598.0,180.02499999999998,4,14.375126917328105,bangalore
Skoda Rapid,Skoda,Rapid,10,54000.0,1,Diesel,Automatic,21.72,1498.0,108.6,5,13.623139877437296,bangalore
Land Rover Discovery Sport,Land,Rover Discovery Sport,10,98500.0,1,Diesel,Automatic,12.51,1949.5,180.02499999999998,7,14.962913328262083,bangalore
Volkswagen Polo,Volkswagen,Polo,8,72348.0,1,Petrol,Manual,16.2,1199.0,74.0,5,13.534474352733596,bangalore
Hyundai Creta,Hyundai,Creta,11,70000.0,1,Petrol,Manual,13.0,1591.0,121.3,5,13.681980308196241,bangalore
Volkswagen Polo,Volkswagen,Polo,5,62696.0,1,Petrol,Manual,17.74,999.0,75.1,5,13.658857917508856,bangalore
Toyota Fortuner,Toyota,Fortuner,12,152115.125,3,Diesel,Automatic,12.55,1949.5,168.5,7,14.427990377462038,bangalore
Hyundai Grand i10,Hyundai,Grand i10,10,65000.0,1,Petrol,Manual,18.9,1197.0,82.0,5,13.171155446333852,bangalore
Hyundai Grand i10,Hyundai,Grand i10,9,36000.0,1,Petrol,Automatic,18.9,1197.0,81.86,5,13.384729180332174,bangalore
Toyota Innova,Toyota,Innova,15,152115.125,2,Diesel,Manual,12.8,1949.5,102.0,7,13.76421831620775,bangalore
Honda City,Honda,City,8,71905.0,1,Petrol,Automatic,18.0,1497.0,117.6,5,13.648275820620759,bangalore
Maruti Swift,Maruti,Swift,13,69748.0,2,Petrol,Manual,22.38,1197.0,88.5,5,12.95749109270188,bangalore
Maruti Alto,Maruti,Alto,18,44000.0,1,Petrol,Manual,19.7,796.0,46.3,5,12.25486757159303,bangalore
Toyota Yaris,Toyota,Yaris,5,17875.0,2,Petrol,Manual,17.1,1496.0,105.94,5,13.7736473966179,bangalore
Renault Duster,Renault,Duster,6,95678.0,1,Petrol,Manual,16.42,1330.0,153.866,5,13.697853639354802,bangalore
Renault Kiger,Renault,Kiger,4,12003.0,1,Petrol,Automatic,19.03,999.0,71.01,5,13.652992804936396,bangalore
Ford Ecosport,Ford,Ecosport,8,114427.0,2,Diesel,Manual,23.0,1498.0,98.96,5,13.636385088238372,bangalore
Renault Kiger,Renault,Kiger,4,20000.0,1,Petrol,Automatic,19.03,999.0,71.01,5,13.399996629152975,bangalore
Honda Brio,Honda,Brio,14,64655.0,1,Petrol,Manual,19.4,1198.0,86.8,5,12.718899265966332,bangalore
Mahindra KUV 100,Mahindra,KUV 100,8,46456.0,1,Petrol,Manual,18.15,1198.0,82.0,6,13.29463628184505,bangalore
Renault Kiger,Renault,Kiger,5,20000.0,1,Petrol,Automatic,18.24,999.0,98.63,5,13.80647082239335,bangalore
Jeep Compass,Jeep,Compass,8,50000.0,1,Diesel,Manual,17.1,1949.5,170.0,5,14.187074804051692,bangalore
Volkswagen Vento,Volkswagen,Vento,15,90000.0,4,Diesel,Manual,20.54,1598.0,103.6,5,12.296831574998258,bangalore
Toyota Innova,Toyota,Innova,18,150000.0,3,Diesel,Manual,12.8,1949.5,102.0,8,13.02805489573287,bangalore
Maruti Baleno,Maruti,Baleno,4,10000.0,1,Petrol,Manual,22.35,1197.0,88.5,5,13.623139877437296,bangalore
Honda City,Honda,City,8,40000.0,1,Petrol,Manual,17.4,1497.0,117.6,5,13.623139877437296,bangalore
Ford Ecosport,Ford,Ecosport,6,40000.0,1,Diesel,Manual,23.0,1498.0,98.96,5,13.732128949025222,bangalore
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,20000.0,2,Diesel,Automatic,19.27,1949.5,167.62,5,15.009433329466965,bangalore
Ford Ecosport,Ford,Ecosport,9,91598.0,2,Diesel,Manual,22.77,1498.0,98.59,5,13.499430382731967,bangalore
Maruti Celerio,Maruti,Celerio,11,57521.0,1,Petrol,Manual,25.24,998.0,65.71,5,12.976183182038383,bangalore
Renault Duster,Renault,Duster,10,100000.0,1,Diesel,Manual,19.87,1461.0,83.8,5,13.45883704259595,bangalore
Hyundai Verna,Hyundai,Verna,5,7598.0,1,Petrol,Manual,17.7,1497.0,113.18,5,14.22030944419592,bangalore
Renault Duster,Renault,Duster,9,38520.0,1,Petrol,Manual,13.06,1598.0,102.53,5,13.54370314700388,bangalore
MG Astor,MG,Astor,4,20000.0,1,Petrol,Manual,15.43,1498.0,108.49,5,14.301018989130402,bangalore
Renault Duster,Renault,Duster,12,110455.0,2,Diesel,Manual,20.45,1461.0,83.8,5,13.356646255406224,bangalore
Hyundai Venue,Hyundai,Venue,6,26901.0,1,Petrol,Automatic,18.15,998.0,118.35,5,14.012721548269704,bangalore
Hyundai Grand i10,Hyundai,Grand i10,9,65376.0,1,Petrol,Automatic,18.9,1197.0,81.86,5,13.169248871698304,bangalore
Mahindra XUV500,Mahindra,XUV500,8,28177.0,3,Diesel,Manual,15.1,1949.5,152.87,7,14.155548572493503,bangalore
Kia Sonet,Kia,Sonet,4,10000.0,1,Petrol,Manual,18.2,998.0,118.36,5,14.144815024531075,bangalore
Hyundai Creta,Hyundai,Creta,8,27000.0,1,Petrol,Automatic,13.0,1591.0,121.3,5,14.058457520888082,bangalore
Hyundai i10,Hyundai,i10,16,90000.0,3,Petrol,Automatic,19.2,1197.0,80.0,5,12.524530013005734,bangalore
Honda City,Honda,City,4,20000.0,1,Petrol,Manual,17.4,1497.0,117.6,5,13.933294482509151,bangalore
Honda City,Honda,City,10,82998.0,1,Petrol,Automatic,18.0,1497.0,117.3,5,13.384729180332174,bangalore
Audi A4,Audi,A4,16,110000.0,3,Petrol,Automatic,12.3,1781.0,163.2,5,13.45883704259595,bangalore
Honda City,Honda,City,7,14500.0,1,Petrol,Manual,17.14,1497.0,117.6,5,13.910821646859095,bangalore
Mahindra Verito,Mahindra,Verito,10,120000.0,3,Diesel,Manual,21.03,1461.0,65.0,5,12.468440756144114,bangalore
Hyundai i10,Hyundai,i10,16,68000.0,2,Petrol,Automatic,19.2,1197.0,80.0,5,12.886643575525625,bangalore
Hyundai Xcent,Hyundai,Xcent,7,25887.0,1,Petrol,Manual,20.14,1197.0,81.86,5,13.431319053559353,bangalore
Maruti S-Presso,Maruti,S-Presso,6,74094.0,1,Petrol,Manual,21.7,998.0,65.71,5,12.91164481522143,bangalore
Honda Jazz,Honda,Jazz,8,40000.0,1,Petrol,Automatic,19.0,1199.0,88.7,5,13.547632419997361,bangalore
Maruti Ritz,Maruti,Ritz,12,91045.0,1,Diesel,Manual,23.2,1248.0,73.94,5,13.096021455450709,bangalore
Mahindra XUV500,Mahindra,XUV500,8,80033.0,1,Diesel,Manual,15.1,1949.5,152.87,7,14.20349103015724,bangalore
Mahindra XUV500,Mahindra,XUV500,9,70000.0,2,Diesel,Automatic,16.0,1949.5,140.0,7,14.108180918195472,bangalore
Renault Triber,Renault,Triber,5,13957.0,1,Petrol,Automatic,18.2,999.0,71.01,7,13.554147092530322,bangalore
Maruti Baleno,Maruti,Baleno,8,34140.0,2,Petrol,Automatic,21.4,1197.0,83.1,5,13.614618838078025,bangalore
Ford Ecosport,Ford,Ecosport,9,20056.0,1,Petrol,Manual,17.0,1497.0,121.31,5,13.49254805258237,bangalore
Maruti Celerio,Maruti,Celerio,10,38233.0,3,Petrol,Automatic,26.0,998.0,65.71,5,13.056225711649638,bangalore
Volkswagen Jetta,Volkswagen,Jetta,13,100000.0,1,Petrol,Manual,14.69,1390.0,120.33,5,13.122365377402328,bangalore
Ford Ecosport,Ford,Ecosport,10,50000.0,2,Diesel,Manual,22.77,1498.0,98.59,5,13.304686600863562,bangalore
Mahindra XUV500,Mahindra,XUV500,9,70000.0,2,Diesel,Manual,16.0,1949.5,140.0,7,14.115615891155079,bangalore
Hyundai Grand i10,Hyundai,Grand i10,10,44000.0,1,Petrol,Manual,18.9,1197.0,82.0,5,13.171155446333852,bangalore
Hyundai Getz,Hyundai,Getz,20,90000.0,2,Petrol,Manual,15.3,1341.0,83.0,5,12.07254696717504,bangalore
Maruti Ciaz,Maruti,Ciaz,10,30000.0,1,Petrol,Automatic,19.12,1373.0,91.1,5,13.493928313146206,bangalore
Hyundai Grand i10,Hyundai,Grand i10,8,50000.0,1,Petrol,Manual,18.9,1197.0,81.86,5,13.217675375388819,bangalore
Maruti Swift,Maruti,Swift,7,98000.0,1,Petrol,Manual,22.0,1197.0,81.8,5,13.384729180332174,bangalore
Honda Jazz,Honda,Jazz,9,47000.0,1,Petrol,Automatic,18.2,1199.0,88.7,5,13.560619598657233,bangalore
Hyundai Verna,Hyundai,Verna,7,70000.0,1,Petrol,Manual,17.0,1591.0,121.3,5,13.710151153416941,bangalore
Maruti Alto 800,Maruti,Alto 800,6,16998.0,1,Petrol,Manual,22.05,796.0,47.33,5,12.919024904363686,bangalore
Hyundai Grand i10,Hyundai,Grand i10,9,15256.0,1,Petrol,Automatic,18.9,1197.0,81.86,5,13.372345140303285,bangalore
Hyundai Verna,Hyundai,Verna,7,70000.0,1,Petrol,Manual,17.0,1591.0,121.3,5,13.710151153416941,bangalore
Datsun RediGO,Datsun,RediGO,6,4495.0,1,Petrol,Automatic,22.5,999.0,67.0,5,13.163507240119458,bangalore
Renault Triber,Renault,Triber,6,34561.0,1,Petrol,Manual,20.0,999.0,71.01,7,13.451668563394815,bangalore
Maruti Alto K10,Maruti,Alto K10,8,40000.0,2,Petrol,Manual,23.95,998.0,67.05,5,12.873904582205107,bangalore
Tata Tiago,Tata,Tiago,10,142135.0,1,Petrol,Manual,23.84,1199.0,84.0,5,12.969214528909768,bangalore
Ford Aspire,Ford,Aspire,5,120000.0,1,Petrol,Manual,18.5,1194.0,94.93,5,13.161586013632684,bangalore
Maruti Wagon R,Maruti,Wagon R,7,9553.0,1,Petrol,Automatic,20.52,1197.0,81.8,5,13.345508528717259,bangalore
Renault KWID,Renault,KWID,4,7600.0,1,Petrol,Manual,21.46,999.0,67.06,5,13.30635187740947,bangalore
Jeep Compass,Jeep,Compass,9,120000.0,1,Diesel,Manual,17.1,1949.5,170.0,5,14.077875591662238,bangalore
Hyundai Grand i10,Hyundai,Grand i10,9,20000.0,1,Petrol,Automatic,18.9,1197.0,81.86,5,13.377007146164305,bangalore
Audi Q7,Audi,Q7,13,120000.0,2,Diesel,Automatic,12.07,1949.5,180.02499999999998,7,14.496079462646344,bangalore
Hyundai i20,Hyundai,i20,10,45578.0,1,Petrol,Manual,18.6,1197.0,81.83,5,13.451668563394815,bangalore
Volkswagen Jetta,Volkswagen,Jetta,13,100000.0,1,Petrol,Manual,14.69,1390.0,120.33,5,13.122365377402328,bangalore
BMW 3 Series,BMW,3 Series,12,100000.0,2,Diesel,Automatic,22.69,1949.5,180.02499999999998,5,14.312643462870584,bangalore
Ford Ecosport,Ford,Ecosport,7,42000.0,1,Petrol,Manual,17.0,1497.0,121.36,5,13.704578997256993,bangalore
Hyundai i10,Hyundai,i10,13,90000.0,2,Petrol,Manual,20.36,1197.0,78.9,5,12.765691290604371,bangalore
Hyundai Verna,Hyundai,Verna,14,70000.0,1,Diesel,Manual,22.32,1582.0,126.32,5,13.217675375388819,bangalore
Ford Endeavour,Ford,Endeavour,16,100000.0,3,Diesel,Automatic,11.4,1949.5,153.86,7,13.527829818844937,bangalore
Maruti Ignis,Maruti,Ignis,9,16306.0,1,Petrol,Manual,20.89,1197.0,81.8,5,13.272507757002963,bangalore
Maruti Wagon R,Maruti,Wagon R,6,25086.0,3,Petrol,Manual,20.52,1197.0,81.8,5,13.148033073468746,bangalore
Maruti Baleno,Maruti,Baleno,9,54845.0,1,Petrol,Manual,21.01,1197.0,81.8,5,13.384729180332174,bangalore
Ford Freestyle,Ford,Freestyle,6,35642.0,1,Diesel,Manual,24.4,1498.0,98.63,5,13.599840262182784,bangalore
Maruti Baleno,Maruti,Baleno,10,22173.0,1,Petrol,Automatic,21.4,1197.0,83.1,5,13.493928313146206,bangalore
BMW 5 Series,BMW,5 Series,8,50000.0,1,Diesel,Automatic,17.42,1949.5,180.02499999999998,5,15.414898336565054,bangalore
Hyundai Grand i10,Hyundai,Grand i10,12,67790.0,1,Petrol,Manual,18.9,1197.0,82.0,5,12.962196972666593,bangalore
Maruti Alto K10,Maruti,Alto K10,7,38000.0,1,Petrol,Manual,23.95,998.0,67.05,5,13.091904169919621,bangalore
Honda Brio,Honda,Brio,14,49713.0,2,Petrol,Manual,19.4,1198.0,86.8,5,12.768544351446794,bangalore
Renault KWID,Renault,KWID,5,10002.0,1,Petrol,Manual,21.46,999.0,67.06,5,13.102162710901053,bangalore
Mahindra XUV500,Mahindra,XUV500,9,46706.0,1,Diesel,Manual,16.0,1949.5,140.0,7,14.217637433703022,bangalore
